Question,Answer,Card Type,Source File
Any change that lowers the quantity that buyers wish to purchase at a given price shifts the demand curve to the {{c1::left}}.,left,cloze,examples/Microeconomics.pdf
List the variables that affect quantity demanded and cause the demand curve to shift.,"Income, prices of related goods, tastes, expectations, and the number of buyers.",qa,examples/Microeconomics.pdf
What are two general ways policymakers can try to reduce the quantity of smoking demanded?,1. Shift the demand curve for cigarettes to the left. 2. Raise the price of cigarettes.,qa,examples/Microeconomics.pdf
How do public service announcements and health warnings on cigarette packages aim to reduce smoking?,By changing people's tastes and shifting the demand curve for cigarettes to the left.,qa,examples/Microeconomics.pdf
"If the government taxes the manufacture of cigarettes, how does this affect the quantity of cigarettes demanded?","It raises the price of cigarettes, leading to a movement along the demand curve to a lower quantity demanded.",qa,examples/Microeconomics.pdf
A 10 percent increase in the price of cigarettes causes approximately a {{c1::4 percent}} reduction in the quantity demanded.,4 percent,cloze,examples/Microeconomics.pdf
Teenagers are especially sensitive to the price of cigarettes; a 10 percent increase in price causes a {{c1::12 percent}} drop in teenage smoking.,12 percent,cloze,examples/Microeconomics.pdf
"Most studies suggest that tobacco and marijuana are {{c1::complements}}, meaning lower cigarette prices are associated with greater use of marijuana.",complements,cloze,examples/Microeconomics.pdf
"According to most studies, are tobacco and marijuana substitutes or complements?",Complements; lower cigarette prices are associated with greater use of marijuana.,qa,examples/Microeconomics.pdf
What causes a shift in the demand curve?,"A change in any determinant of demand other than the good's own price (e.g., income, prices of related goods, tastes, expectations, number of buyers).",qa,examples/Microeconomics.pdf
What causes a movement along the demand curve?,A change in the price of the good itself.,qa,examples/Microeconomics.pdf
"A policy to discourage smoking, like health warnings on cigarette packages, typically causes the demand curve for cigarettes to shift to the {{c1::left}}.",left,cloze,examples/Microeconomics.pdf
"A tax that raises the price of cigarettes results in a {{c1::movement along}} the demand curve, not a shift.",movement along,cloze,examples/Microeconomics.pdf
"If the demand curve for cigarettes shifts to the left (e.g., from D1 to D2), what does this imply about the quantity demanded at a given price?",The quantity demanded falls at every given price.,qa,examples/Microeconomics.pdf
"Define ""quantity supplied.""",The amount of a good or service that sellers are willing and able to sell.,qa,examples/Microeconomics.pdf
The amount of a good that sellers are willing and able to sell is called the {{c1::quantity supplied}}.,quantity supplied,cloze,examples/Microeconomics.pdf
State the Law of Supply.,"Other things equal, when the price of a good rises, the quantity supplied of the good also rises.",qa,examples/Microeconomics.pdf
"The claim that, other things equal, the quantity supplied of a good rises when the price of the good rises is known as the {{c1::law of supply}}.",law of supply,cloze,examples/Microeconomics.pdf
"What is the relationship between the price of a good and the quantity supplied, according to the law of supply?",The quantity supplied is positively related to the price of the good.,qa,examples/Microeconomics.pdf
"List the four main determinants of the quantity an individual seller supplies, besides the good's own price.","Input prices, technology, expectations, and the number of sellers (for market supply).",qa,examples/Microeconomics.pdf
How does a rise in input prices affect the supply of a good?,"A rise in input prices makes production less profitable, causing the supply of the good to decrease (shift left).",qa,examples/Microeconomics.pdf
The supply of a good is {{c1::negatively related}} to the price of the inputs used to make the good.,negatively related,cloze,examples/Microeconomics.pdf
How does an advance in technology typically affect the supply of a good?,"An advance in technology reduces production costs, which raises the supply of the good (shift right).",qa,examples/Microeconomics.pdf
"By reducing firms' costs, an advance in {{c1::technology}} generally raises the supply of a good.",technology,cloze,examples/Microeconomics.pdf
"If a seller expects the price of their good to rise in the future, how might this affect their current supply?",They might put some of their current production into storage and supply less to the market today.,qa,examples/Microeconomics.pdf
"If a seller expects the price of ice cream to rise in the future, they might put some of their current production into storage and supply {{c1::less}} to the market today.",less,cloze,examples/Microeconomics.pdf
What is a supply schedule?,A table that shows the relationship between the price of a good and the quantity supplied.,qa,examples/Microeconomics.pdf
A table that shows the relationship between the price of a good and the quantity supplied is called a {{c1::supply schedule}}.,supply schedule,cloze,examples/Microeconomics.pdf
What is a supply curve?,A graph of the relationship between the price of a good and the quantity supplied.,qa,examples/Microeconomics.pdf
A graph of the relationship between the price of a good and the quantity supplied is called the {{c1::supply curve}}.,supply curve,cloze,examples/Microeconomics.pdf
Why does the supply curve typically slope upward?,"Because, ceteris paribus (other things equal), a higher price increases the quantity supplied.",qa,examples/Microeconomics.pdf
"The supply curve slopes {{c1::upward}} because, ceteris paribus, a higher price means a greater quantity supplied.",upward,cloze,examples/Microeconomics.pdf
How is market supply derived from individual supplies?,"Market supply is the sum of the supplies of all individual sellers, obtained by summing individual supply curves horizontally.",qa,examples/Microeconomics.pdf
Market supply is the sum of the supplies of all {{c1::sellers}}.,sellers,cloze,examples/Microeconomics.pdf
"Besides the determinants of individual supply, what additional factor influences market supply?",The number of sellers in the market.,qa,examples/Microeconomics.pdf
"To obtain the market supply curve, individual supply curves are summed {{c1::horizontally}}.",horizontally,cloze,examples/Microeconomics.pdf
"If a seller retires from the market, how does this affect market supply?",Market supply will fall (shift left).,qa,examples/Microeconomics.pdf
What causes a shift in the supply curve?,"A change in any determinant of supply other than the good's own price (e.g., input prices, technology, expectations, number of sellers).",qa,examples/Microeconomics.pdf
What does a rightward shift in the supply curve indicate?,"An increase in supply, meaning sellers are willing to produce a larger quantity at every given price.",qa,examples/Microeconomics.pdf
Any change that raises the quantity supplied at every price shifts the supply curve to the {{c1::right}}.,right,cloze,examples/Microeconomics.pdf
What does a leftward shift in the supply curve indicate?,"A decrease in supply, meaning sellers are willing to produce a smaller quantity at every given price.",qa,examples/Microeconomics.pdf
Any change that lowers the quantity supplied at every price shifts the supply curve to the {{c1::left}}.,left,cloze,examples/Microeconomics.pdf
How would a fall in the price of sugar (an input for ice cream) affect the supply curve for ice cream?,"It would make producing ice cream more profitable, causing the supply curve for ice cream to shift to the right (increase in supply).",qa,examples/Microeconomics.pdf
"A fall in the price of sugar, an input for ice cream, would cause the supply curve for ice cream to shift to the {{c1::right}}.",right,cloze,examples/Microeconomics.pdf
Does a change in the price of a good itself shift its supply curve?,"No, a change in the price of the good itself causes a movement along the existing supply curve.",qa,examples/Microeconomics.pdf
"A change in the price of a good represents a {{c1::movement along}} the supply curve, not a shift.",movement along,cloze,examples/Microeconomics.pdf
